id,Publishing Year,Book Name,Author,language_code,Author_Rating,Book_average_rating,Book_ratings_count,genre
549,1993,The Celestine Prophecy,James Redfield,en-US,Intermediate,3.6,72675,genre fiction
550,2012,My Life Next Door ,Huntley Fitzpatrick,eng,Excellent,4.02,102012,genre fiction
551,2012,Winter of the World,Ken Follett,eng,Excellent,4.29,71971,nonfiction
552,2013,"è‰²å½©ã‚’æŒãŸãªã„å¤šå´Žã¤ãã‚‹ã¨ã€å½¼ã®å·¡ç¤¼ã®å¹´ [Shikisai o motanai Tazaki Tsukuru to, kare no junrei no toshi]","Haruki Murakami, Philip Gabriel",eng,Intermediate,3.82,67873,fiction
553,1999,Lucky,Alice Sebold,eng,Intermediate,3.77,77462,children
554,1927,To The Lighthouse ,Virginia Woolf,eng,Intermediate,3.76,83066,genre fiction
555,2004,Five Point Someone: What Not to Do at IIT,Chetan Bhagat,en-GB,Novice,3.43,67438,genre fiction
556,1993,Guilty Pleasures,Laurell K. Hamilton,eng,Excellent,4.02,104252,genre fiction
557,2002,The Messenger,Markus Zusak,en-US,Excellent,4.09,93119,genre fiction
558,1874,Far from the Madding Crowd,"Thomas Hardy, Rosemarie Morgan, Shannon Russell",eng,Intermediate,3.92,87427,genre fiction
559,1987,Equal Rites,Terry Pratchett,eng,Intermediate,4,88673,genre fiction
560,2000,House of Leaves,Mark Z. Danielewski,eng,Excellent,4.13,75469,genre fiction
561,1993,Cruel & Unusual,Patricia Cornwell,nl,Excellent,4.11,83695,genre fiction
562,2013,Sycamore Row,John Grisham,eng,Intermediate,3.98,56315,genre fiction
563,2011,Awakened,"P.C. Cast, Kristin Cast",en-US,Excellent,4.02,101234,genre fiction
564,1918,My Ãntonia,Willa Cather,eng,Intermediate,3.76,81102,genre fiction
565,2006,Life As We Knew It,Susan Beth Pfeffer,eng,Intermediate,3.89,94282,nonfiction
566,2004,America (The Book): A Citizen's Guide to Democracy Inaction,"Jon Stewart, Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J.R. Havlan, Scott Jacobson, Tom Johnson, Rob Kutner, Chris Regan, Jason Reich, Jason Ross, Stephen Colbert, Samantha Bee, Rob Corddry, Brendan Hay, Ed Helms",eng,Excellent,4.02,74511,nonfiction
567,2004,90 Minutes in Heaven,"Don Piper, Cecil Murphey",,Intermediate,3.91,67937,genre fiction
568,2012,The Longest Ride,Nicholas Sparks,eng,Excellent,4.14,71276,genre fiction
569,-300,é“å¾·ç¶“ [dÃ o dÃ© jÄ«ng],"Lao Tzu, Gia-Fu Feng, Jane English, Chungliang Al Huang, Rowena Pattee Kryder, Toinette Lippe",eng,Excellent,4.31,39863,genre fiction
570,1979,Kane and Abel,Jeffrey Archer,en-US,Excellent,4.27,74052,fiction
571,2008,Change of Heart,Jodi Picoult,en-US,Intermediate,3.91,86471,genre fiction
572,2003,Dry: A Memoir,Augusten Burroughs,eng,Excellent,4.01,70550,children
573,2001,Sam's Letters To Jennifer,James Patterson,,Excellent,4.15,77538,genre fiction
574,2015,Grey,E.L. James,en-GB,Intermediate,3.76,75320,genre fiction
575,1969,Dune Messiah ,Frank Herbert,eng,Intermediate,3.86,82580,genre fiction
576,1945,The Great Divorce,C.S. Lewis,en-US,Excellent,4.28,75031,fiction
577,2004,Little Earthquakes,Jennifer Weiner,,Intermediate,3.76,77592,nonfiction
578,1835,Eventyr og historier,"Hans Christian Andersen, Lily Owens, Arthur Rackham, Hans Richter",eng,Excellent,4.28,90999,genre fiction
579,2009,New Moon: The Complete Illustrated Movie Companion,Mark Cotta Vaz,en-US,Excellent,4.34,82399,genre fiction
580,2014,Maybe Someday,Colleen Hoover,eng,Excellent,4.33,81707,genre fiction
581,1999,Mr Maybe,Jane Green,eng,Novice,3.41,78132,genre fiction
582,1915,Anne of the Island,L.M. Montgomery,eng,Excellent,4.21,97049,genre fiction
583,1883,Also sprach Zarathustra,"Friedrich Nietzsche, Walter Kaufmann",eng,Excellent,4.05,65362,genre fiction
584,1854,North and South,"Elizabeth Gaskell, Alan Shelston",eng,Excellent,4.13,95274,genre fiction
585,2011,A Stolen Life,Jaycee Dugard,en-US,Intermediate,3.89,72713,fiction
586,2010,The Immortals of Meluha,Amish Tripathi,eng,Intermediate,4,62784,genre fiction
587,1995,The Lost World,Michael Crichton,eng,Intermediate,3.72,83389,genre fiction
588,2013,Requiem,Lauren Oliver,eng,Intermediate,3.74,100593,genre fiction
589,1996,A Crown of Swords,Robert Jordan,eng,Intermediate,4,86421,nonfiction
590,-560,Aesopica,"Aesop, Laura Harris, Laura Gibbs",eng,Excellent,4.05,88508,genre fiction
591,1985,Blood Meridian: Or the Evening Redness in the West,Cormac McCarthy,eng,Excellent,4.18,71095,genre fiction
592,2012,Finale,Becca Fitzpatrick,eng,Excellent,4.22,107569,genre fiction
593,1985,Skeleton Crew,Stephen King,eng,Intermediate,3.93,82320,genre fiction
594,2002,Lullaby,Chuck Palahniuk,,Intermediate,3.73,66713,genre fiction
595,2009,Two States,Chetan Bhagat,eng,Intermediate,3.42,67866,genre fiction
596,2005,ãƒ´ã‚¡ãƒ³ãƒ‘ã‚¤ã‚¢é¨Žå£« 1,"Matsuri Hino, Tomo Kimura",eng,Excellent,4.1,89733,nonfiction
597,2002,Summer Knight,Jim Butcher,eng,Excellent,4.3,91012,genre fiction
598,1968,Dragonflight,"Anne McCaffrey, Teodor PanasiÅ„ski",eng,Excellent,4.1,95378,genre fiction
599,2007,"The History of the Hobbit, Part One: Mr. Baggins","John D. Rateliff, J.R.R. Tolkien",eng,Intermediate,3.81,108399,genre fiction
600,2014,Ugly Love,Colleen Hoover,eng,Excellent,4.3,107583,genre fiction
601,1998,Chocolat,Joanne Harris,eng,Intermediate,3.95,84770,nonfiction
602,1977,The Amityville Horror,Jay Anson,eng,Intermediate,3.82,80959,genre fiction
603,1992,The English Patient,Michael Ondaatje,,Intermediate,3.88,83741,genre fiction
604,2012,Gabriel's Rapture,Sylvain Reynard,eng,Excellent,4.22,91213,genre fiction
605,1914,Dubliners,"James Joyce, Jeri Johnson",eng,Intermediate,3.85,73140,fiction
606,2009,Let the Great World Spin,Colum McCann,en-US,Intermediate,3.93,71515,genre fiction
607,2003,The Eternity Code,Eoin Colfer,eng,Excellent,4.04,94437,fiction
608,2001,Tell No One,Harlan Coben,eng,Excellent,4.11,78070,genre fiction
609,1987,The Tommyknockers,Stephen King,eng,Famous,3.48,89262,genre fiction
610,2010,Hex Hall,Rachel Hawkins,eng,Intermediate,3.96,109881,fiction
611,2010,Steal Like an Artist,Austin Kleon,en-US,Intermediate,3.86,93625,genre fiction
612,1999,Cryptonomicon,Neal Stephenson,eng,Excellent,4.25,72683,children
613,2013,Beautiful Bastard,Christina Lauren,eng,Excellent,4.05,111668,genre fiction
614,2000,Prodigal Summer,Barbara Kingsolver,en-US,Intermediate,3.98,78529,genre fiction
615,1996,We Were the Mulvaneys,Joyce Carol Oates,eng,Intermediate,3.7,77251,genre fiction
616,1993,Understanding Comics: The Invisible Art,Scott McCloud,en-US,Intermediate,3.98,77277,nonfiction
617,2010,Beautiful Darkness,"Kami Garcia, Margaret Stohl",en-US,Intermediate,3.84,95447,nonfiction
618,2011,The Psychopath Test,Jon Ronson,eng,Intermediate,3.91,44097,genre fiction
619,2005,Vanishing Acts,Jodi Picoult,en-US,Intermediate,3.68,79662,genre fiction
620,1995,Absolute Power,David Baldacci,eng,Excellent,4.15,72481,genre fiction
621,2000,Hot Six,Janet Evanovich,eng,Excellent,4.18,99329,genre fiction
622,2012,The Time Keeper,Mitch Albom,eng,Intermediate,3.85,72277,genre fiction
623,2006,A Dirty Job,Christopher Moore,en-US,Excellent,4.08,78523,nonfiction
624,2003,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,en-US,Excellent,4.24,66406,genre fiction
625,2003,The Amulet of Samarkand,Jonathan Stroud,en-US,Intermediate,3.99,86062,genre fiction
626,2007,I Am America (And So Can You!),"Stephen Colbert, Richard Dahm, Paul Dinello, Allison Silverman, Michael Brumm, Eric Drydale, Rob Dubbin, Glenn Eichler, Peter Grosz, Peter Gwinn, Jay Katsir, Laura Krafft, Frank Lesser, Tom Purcell",en-US,Intermediate,3.91,71023,genre fiction
627,1981,The One Minute Manager,"Kenneth H. Blanchard, Spencer Johnson",en-US,Intermediate,3.85,70241,children
628,1958,Exodus,Leon Uris,eng,Excellent,4.33,77258,genre fiction
629,1994,Stones from the River,Ursula Hegi,en-GB,Excellent,4.07,80056,genre fiction
630,1939,The Big Sleep,Raymond Chandler,eng,Excellent,4.04,84489,genre fiction
631,1945,Cannery Row ,John Steinbeck,eng,Excellent,4.02,81598,genre fiction
632,2011,Seriously...I'm Kidding,Ellen DeGeneres,en-US,Intermediate,3.72,74358,genre fiction
633,2000,The Miserable Mill,"Lemony Snicket, Brett Helquist",en-US,Intermediate,3.83,101325,genre fiction
634,2012,The Snow Child,Eowyn Ivey,eng,Intermediate,3.95,72328,genre fiction
635,2013,Wait for You,"J. Lynn, Jennifer L. Armentrout",eng,Excellent,4.19,106236,genre fiction
636,2009,The Last Straw,Jeff Kinney,eng,Excellent,4.11,82518,genre fiction
637,1308,La Divina Commedia,"Dante Alighieri, Allen Mandelbaum, Eugenio Montale",eng,Excellent,4.06,74130,genre fiction
638,1982,The Tao of Pooh,"Benjamin Hoff, Ernest H. Shepard",eng,Excellent,4.01,69975,genre fiction
639,2012,Onyx,Jennifer L. Armentrout,eng,Excellent,4.33,111448,genre fiction
640,2013,"Unravel Me (Shatter Me, #2)",Tahereh Mafi,eng,Excellent,4.28,109183,genre fiction
641,2003,The Birth of Venus,Sarah Dunant,en-US,Intermediate,3.79,78129,genre fiction
642,2005,The Opal Deception,Eoin Colfer,eng,Excellent,4.04,95638,genre fiction
643,2015,Det som inte dÃ¶dar oss,"David Lagercrantz, Stieg Larsson, George Goulding",eng,Intermediate,3.73,53751,genre fiction
644,2016,The Girls,Emma Cline,eng,Novice,3.49,76761,genre fiction
645,2003,The Goose Girl,Shannon Hale,en-US,Excellent,4.18,92952,genre fiction
646,2001,Mystic River,Dennis Lehane,en-US,Excellent,4.19,86103,genre fiction
647,2010,Warm Bodies,Isaac Marion,,Intermediate,3.93,66381,genre fiction
648,1881,The Prince and the Pauper,"Mark Twain, Everett H. Emerson",eng,Intermediate,3.84,84682,genre fiction
649,1966,The Moon is a Harsh Mistress,Robert A. Heinlein,eng,Excellent,4.17,80366,genre fiction
650,2010,The Forty Rules of Love,"Elif Shafak, Ø¥Ù„ÙŠÙ Ø´Ø§ÙØ§Ù‚, Ø§Ø±Ø³Ù„Ø§Ù† ÙØµÛŒØ­ÛŒ, Ù…Ø­Ù…Ø¯ Ø¯Ø±ÙˆÙŠØ´",eng,Excellent,4.17,35283,genre fiction
651,1999,High Five,Janet Evanovich,eng,Excellent,4.17,92737,children
652,2013,Joyland,Stephen King,eng,Intermediate,3.9,75018,genre fiction
653,2010,é€²æ’ƒã®å·¨äºº 1,"Hajime Isayama, Sheldon Drzka",eng,Famous,4.42,82565,genre fiction
654,1933,Tender Is the Night,F. Scott Fitzgerald,en-US,Intermediate,3.83,79008,genre fiction
655,1984,Cold Sassy Tree,Olive Ann Burns,,Intermediate,3.99,82281,genre fiction
656,1945,The Glass Menagerie,Tennessee Williams,eng,Intermediate,3.67,90032,nonfiction
657,2011,L'amica geniale,"Elena Ferrante, Ann Goldstein",eng,Intermediate,3.88,64637,nonfiction
658,2007,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",Timothy Ferriss,eng,Intermediate,3.84,66129,genre fiction
659,1996,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams & Reaching Your Destiny,Robin S. Sharma,eng,Intermediate,3.77,52031,genre fiction
660,2011,Rules of Civility,Amor Towles,eng,Intermediate,3.99,75541,genre fiction
661,1970,Ringworld,Larry Niven,eng,Intermediate,3.96,76925,genre fiction
662,2011,Between Shades of Gray,Ruta Sepetys,eng,Excellent,4.36,87718,genre fiction
663,1996,Frindle,"Andrew Clements, Brian Selznick",en-US,Intermediate,3.79,83351,genre fiction
664,2009,Dog Days,Jeff Kinney,en-US,Excellent,4.14,78592,genre fiction
665,2012,The Round House,Louise Erdrich,eng,Intermediate,3.91,67928,genre fiction
666,1973,A Wind in the Door,Madeleine L'Engle,eng,Excellent,4.07,87277,genre fiction
667,2012,Free Four: Tobias Tells the Divergent Story,Veronica Roth,eng,Excellent,4.18,81621,nonfiction
668,2015,A Little Life,Hanya Yanagihara,eng,Excellent,4.27,66782,genre fiction
669,2003,"Y: The Last Man, Vol. 1: Unmanned","Brian K. Vaughan, Pia Guerra, JosÃ© MarzÃ¡n Jr.",eng,Excellent,4.12,81326,genre fiction
670,2011,The Alloy of Law,Brandon Sanderson,eng,Excellent,4.2,72185,genre fiction
671,2011,Dead Reckoning,Charlaine Harris,eng,Intermediate,3.77,87066,nonfiction
672,1985,The Accidental Tourist,"Anne Tyler, Jennifer Bassett",eng,Intermediate,3.9,80075,genre fiction
673,2012,Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire SÃ¡enz,,Excellent,4.34,108884,fiction
674,1897,The Invisible Man,H.G. Wells,eng,Intermediate,3.62,84778,genre fiction
675,1985,ä¸–ç•Œã®çµ‚ã‚Šã¨ãƒãƒ¼ãƒ‰ãƒœã‚¤ãƒ«ãƒ‰ãƒ»ãƒ¯ãƒ³ãƒ€ãƒ¼ãƒ©ãƒ³ãƒ‰ [Sekai no owari to hÄdoboirudo wandÄrando],"Haruki Murakami, Alfred Birnbaum",eng,Excellent,4.15,63764,genre fiction
676,1994,Na margem do rio Piedra eu sentei e chorei,"Paulo Coelho, Alan R. Clarke",eng,Intermediate,3.57,62106,genre fiction
677,1812,Der Schweizerische Robinson,"Johann David Wyss, Scott McKowen, Arthur Pober",eng,Intermediate,3.92,78355,genre fiction
678,1990,Four Past Midnight,Stephen King,en-GB,Intermediate,3.9,76376,nonfiction
679,2012,The Marriage Bargain,Jennifer Probst,eng,Intermediate,3.81,91630,genre fiction
680,1909,Anne of Avonlea,L.M. Montgomery,en-US,Excellent,4.21,99918,genre fiction
681,1930,The Little Engine That Could,"Watty Piper, Doris Hauman, George Hauman",en-US,Excellent,4.15,82102,genre fiction
682,2013,We Are All Completely Beside Ourselves,Karen Joy Fowler,eng,Intermediate,3.71,59973,genre fiction
683,1996,Children of the Mind,Orson Scott Card,eng,Intermediate,3.74,74517,genre fiction
684,1922,Ulysses,James Joyce,eng,Intermediate,3.74,76791,genre fiction
685,1998,Someone Like You,Sarah Dessen,eng,Intermediate,3.94,84358,nonfiction
686,2003,Moloka'i,Alan Brennert,en-US,Excellent,4.15,75307,nonfiction
687,1990,The Witching Hour,Anne Rice,eng,Excellent,4.1,79824,nonfiction
688,1986,This Present Darkness,Frank E. Peretti,eng,Excellent,4.24,71815,genre fiction
689,2012,The Coincidence of Callie & Kayden,Jessica Sorensen,eng,Excellent,4.21,97615,genre fiction
690,2015,Fates and Furies,Lauren Groff,eng,Intermediate,3.56,66085,genre fiction
691,1998,Summer Sisters,Judy Blume,,Intermediate,3.83,73515,genre fiction
692,1945,Stuart Little,"E.B. White, Garth Williams",en-US,Intermediate,3.88,89033,genre fiction
693,1953,The Foundation Trilogy,Isaac Asimov,eng,Excellent,4.39,72311,fiction
694,1999,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Brian Greene,en-US,Excellent,4.06,32626,genre fiction
695,2000,The Austere Academy,"Lemony Snicket, Brett Helquist",eng,Intermediate,3.97,99311,genre fiction
696,2001,Seven Up,Janet Evanovich,en-US,Excellent,4.15,94506,genre fiction
697,2009,The Awakening,Kelley Armstrong,eng,Excellent,4.16,95026,genre fiction
698,2003,Death Masks,Jim Butcher,eng,Excellent,4.32,83664,children
699,1993,Stellaluna,Janell Cannon,en-US,Excellent,4.22,87423,genre fiction
700,2007,Before They Are Hanged,Joe Abercrombie,eng,Excellent,4.27,68865,genre fiction
701,2007,Loving Frank,Nancy Horan,en-US,Intermediate,3.73,72734,genre fiction
702,2002,Hard Eight,"Janet Evanovich, Lorelei King",en-US,Excellent,4.17,93057,nonfiction
703,2001,The Vile Village,"Lemony Snicket, Brett Helquist",eng,Intermediate,3.94,89733,genre fiction
704,1973,Sybil,Flora Rheta Schreiber,en-US,Intermediate,3.99,72493,nonfiction
705,1980,Cosmos,Carl Sagan,eng,Excellent,4.35,76440,nonfiction
706,2005,Haunted: A Novel of Stories,Chuck Palahniuk,eng,Intermediate,3.59,68861,fiction
707,1987,The Shell Seekers,Rosamunde Pilcher,eng,Excellent,4.13,73573,genre fiction
708,2006,What Is the What: The Autobiography of Valentino Achak Deng,Dave Eggers,eng,Excellent,4.16,59333,genre fiction
709,1981,CrÃ³nica de una muerte anunciada,"Gabriel GarcÃ­a MÃ¡rquez, Gregory Rabassa",eng,Intermediate,3.95,56200,genre fiction
710,1891,A Scandal in Bohemia,"Ronald Holt, Arthur Conan Doyle",,Excellent,4.22,65422,nonfiction
711,2011,Killing Lincoln: The Shocking Assassination that Changed America Forever,"Bill O'Reilly, Martin Dugard",eng,Excellent,4.02,71868,children
712,2013,The Lowland,Jhumpa Lahiri,eng,Intermediate,3.82,62231,genre fiction
713,2004,The Ruins of Gorlan,John Flanagan,eng,Excellent,4.2,83085,nonfiction
714,2009,Wintergirls,Laurie Halse Anderson,eng,Intermediate,3.98,87665,genre fiction
715,2000,The Brethren,John Grisham,,Intermediate,3.71,69351,fiction
716,1997,Assassin's Quest,Robin Hobb,eng,Excellent,4.18,67125,genre fiction
717,1967,Rosemary's Baby,Ira Levin,eng,Intermediate,3.96,78766,genre fiction
718,1984,The Talisman,"Stephen King, Peter Straub",en-US,Excellent,4.12,79508,nonfiction
719,1998,The Path of Daggers,Robert Jordan,eng,Intermediate,3.9,74815,genre fiction
720,1958,The Dharma Bums,Jack Kerouac,en-US,Intermediate,3.94,62454,children
721,2010,The Reckoning,Kelley Armstrong,en-GB,Excellent,4.21,92922,genre fiction
722,2012,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo,en-US,Intermediate,3.97,69596,fiction
723,1934,Mary Poppins,"P.L. Travers, Mary Shepard",en-US,Excellent,4.05,82706,genre fiction
724,2007,Red Seas Under Red Skies,Scott Lynch,eng,Excellent,4.23,68255,genre fiction
725,1984,The House on Mango Street,Sandra Cisneros,eng,Intermediate,3.57,81579,genre fiction
726,2008,City of Thieves,David Benioff,en-GB,Excellent,4.28,68063,genre fiction
727,2007,Halfway to the Grave,Jeaniene Frost,eng,Excellent,4.18,106608,genre fiction
728,1980,The Twits,"Roald Dahl, Quentin Blake",eng,Intermediate,3.94,82458,genre fiction
729,2003,Abhorsen,Garth Nix,en-US,Excellent,4.29,80740,nonfiction
730,2002,The Beach House,"James Patterson, Peter de Jonge",eng,Intermediate,3.82,68676,genre fiction
731,1987,Eyes of the Dragon,Stephen King,eng,Intermediate,3.92,72714,nonfiction
732,1976,Children of Dune,Frank Herbert,eng,Intermediate,3.9,74133,genre fiction
733,2011,Leviathan Wakes,James S.A. Corey,eng,Excellent,4.2,68416,nonfiction
734,2015,Queen of Shadows,Sarah J. Maas,eng,Famous,4.6,99067,genre fiction
735,1991,Maus II : And Here My Troubles Began ,Art Spiegelman,eng,Famous,4.41,90147,nonfiction
736,1962,The Snowy Day,Ezra Jack Keats,eng,Excellent,4.13,81914,genre fiction
737,2003,To the Nines,Janet Evanovich,eng,Excellent,4.16,86963,genre fiction
738,2012,Where We Belong,Emily Giffin,en-US,Intermediate,3.86,68224,nonfiction
739,1994,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard   Preston,eng,Excellent,4.1,72207,genre fiction
740,1999,ã‚¹ãƒ—ãƒ¼ãƒˆãƒ‹ã‚¯ã®æ‹äºº [SupÅ«toniku no Koibito],"Haruki Murakami, Philip Gabriel",eng,Intermediate,3.82,62229,genre fiction
741,2012,The Signature of All Things,Elizabeth Gilbert,eng,Intermediate,3.81,61135,nonfiction
742,2003,"Eats, Shoots and Leaves",Lynne Truss,en-US,Intermediate,3.86,79117,genre fiction
743,2004,Dead Witch Walking,Kim Harrison,en-US,Excellent,4.04,91390,nonfiction
744,1986,,"Clement C. Moore, Jan Brett",en-US,Excellent,4.36,81553,genre fiction
745,2009,An Echo in the Bone,Diana Gabaldon,eng,Famous,4.42,68854,genre fiction
746,2011,Unearthly,Cynthia Hand,en-US,Excellent,4.06,99942,genre fiction
747,1988,The Case for Christ,Lee Strobel,,Excellent,4.1,67128,genre fiction
748,2005,Knife of Dreams,Robert Jordan,en-US,Excellent,4.12,71379,genre fiction
749,2002,Hoot,Carl Hiaasen,eng,Intermediate,3.81,75275,genre fiction
750,-17,Ã†neis,"Virgil, Robert Fitzgerald",eng,Intermediate,3.81,75051,genre fiction
751,2012,This is How You Lose Her,Junot DÃ­az,eng,Intermediate,3.75,66720,nonfiction
752,2004,ã‚¢ãƒ•ã‚¿ãƒ¼ãƒ€ãƒ¼ã‚¯ [AfutÄ dÄku],"Haruki Murakami, Jay Rubin",eng,Intermediate,3.68,64278,genre fiction
753,1992,Ishmael: An Adventure of the Mind and Spirit,Daniel Quinn,en-US,Intermediate,3.97,63304,genre fiction
754,2010,It's Not Summer Without You,Jenny Han,en-US,Excellent,4.14,80367,genre fiction
755,2012,Pushing the Limits,Katie McGarry,eng,Excellent,4.08,93818,genre fiction
756,2001,Quidditch Through the Ages,"Kennilworthy Whisp, J.K. Rowling",eng,Intermediate,3.85,90908,genre fiction
757,1977,Miss Nelson Is Missing!,"Harry Allard, James  Marshall",eng,Excellent,4.26,77206,genre fiction
758,1979,The Long Walk,"Richard Bachman, Stephen King",eng,Excellent,4.11,71775,nonfiction
759,2001,The Ersatz Elevator,"Lemony Snicket, Brett Helquist",eng,Excellent,4.01,90071,nonfiction
760,2004,Messenger ,Lois Lowry,eng,Intermediate,3.9,79746,genre fiction
761,2007,Lover Revealed,J.R. Ward,eng,Excellent,4.3,97830,genre fiction
762,2005,'Salem's Lot The Illustrated Edition,"Stephen King, Jerry N. Uelsmann",eng,Excellent,4.25,72797,genre fiction
763,2007,The Mysterious Benedict Society,"Trenton Lee Stewart, Carson Ellis",en-US,Excellent,4.14,87335,genre fiction
764,2007,God is Not Great: How Religion Poisons Everything,Christopher Hitchens,eng,Intermediate,3.96,64347,children
765,2013,"Never Too Far (Too Far, #2)",Abbi Glines,eng,Excellent,4.21,97616,genre fiction
766,2004,State of Fear,Michael Crichton,eng,Intermediate,3.69,65397,genre fiction
767,2012,The Statistical Probability of Love at First Sight,Jennifer E. Smith,eng,Intermediate,3.8,89356,genre fiction
768,2004,The Golem's Eye,Jonathan Stroud,en-US,Excellent,4.09,69058,nonfiction
769,1980,Still Life with Woodpecker,Tom Robbins,eng,Excellent,4.04,56802,genre fiction
770,2004,Those Who Save Us,Jenna Blum,en-US,Excellent,4.12,68480,genre fiction
771,2005,The Broker,John Grisham,eng,Intermediate,3.77,65428,genre fiction
772,2011,Across the Universe,Beth Revis,eng,Intermediate,3.78,94176,genre fiction
773,1978,"The Road Less Traveled:  A New Psychology of Love, Traditional Values, and Spiritual Growth",M. Scott Peck,en-US,Excellent,4.03,61238,nonfiction
774,2004,Blood Rites,Jim Butcher,eng,Excellent,4.33,79627,nonfiction
775,1942,The Boxcar Children,"Gertrude Chandler Warner, L. Kate Deal",en-US,Excellent,4.09,92916,genre fiction
776,2013,The Silent Wife,A.S.A. Harrison,eng,Novice,3.3,60323,nonfiction
777,2011,How to Be a Woman,Caitlin Moran,eng,Intermediate,3.73,70446,genre fiction
778,2016,A Court of Mist and Fury,Sarah J. Maas,eng,Famous,4.72,108384,genre fiction
779,2010,Life,Keith Richards,en-GB,Intermediate,3.84,60409,genre fiction
780,2008,Unaccustomed Earth,Jhumpa Lahiri,eng,Excellent,4.11,60126,genre fiction
781,1998,The Pilot's Wife,Anita Shreve,eng,Intermediate,3.5,71777,genre fiction
782,1985,White Noise,Don DeLillo,eng,Intermediate,3.86,55678,genre fiction
783,1992,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",Stephen E. Ambrose,eng,Famous,4.42,66079,genre fiction
784,1859,On the Origin of Species by Means of Natural Selection or the Preservation of Favoured Races in the Struggle for Life,Charles Darwin,eng,Intermediate,3.97,64162,genre fiction
785,2003,Blankets,Craig Thompson,eng,Excellent,4.06,70454,genre fiction
786,2008,The Story of Edgar Sawtelle,David Wroblewski,eng,Intermediate,3.6,70382,nonfiction
787,2000,Drowning Ruth,Christina Schwarz,eng,Intermediate,3.73,67768,genre fiction
788,1971,Post Office,Charles Bukowski,en-US,Excellent,4.01,59295,nonfiction
789,1992,All the Pretty Horses,Cormac McCarthy,eng,Intermediate,3.97,68451,genre fiction
790,1914,"Sherlock Holmes: The Complete Novels and Stories, Vol 2","Arthur Conan Doyle, Kyle Freeman",,Famous,4.46,66857,nonfiction
791,1997,"One Piece, Volume 01","EiichirÅ Oda, Andy Nakatani",eng,Famous,4.42,67047,genre fiction
792,1968,The Last Unicorn,Peter S. Beagle,eng,Excellent,4.18,76277,genre fiction
793,2005,Magyk,Angie Sage,eng,Intermediate,3.8,86805,genre fiction
794,2000,Fever 1793,Laurie Halse Anderson,en-US,Intermediate,3.89,81945,genre fiction
795,2008,The Likeness,Tana French,eng,Excellent,4.05,72480,genre fiction
796,2015,Dead Wake: The Last Crossing of the Lusitania,Erik Larson,eng,Excellent,4.07,61439,genre fiction
797,1894,The Jungle Book,Rudyard Kipling,eng,Intermediate,3.94,67107,fiction
798,2013,I Am Pilgrim,Terry Hayes,eng,Excellent,4.23,49740,genre fiction
799,1956,Howl and Other Poems ,"Allen Ginsberg, William Carlos Williams",eng,Excellent,4.14,71968,nonfiction
800,1997,Don't Sweat the Small Stuff,Richard Carlson,eng,Intermediate,3.95,63324,genre fiction
801,2011,Go the Fuck to Sleep,"Adam Mansbach, Ricardo CortÃ©s",eng,Excellent,4.26,71816,genre fiction
802,1992,Mostly Harmless,Douglas Adams,en-US,Intermediate,3.96,72426,nonfiction
803,2003,Benjamin Franklin: An American Life,Walter Isaacson,eng,Intermediate,3.96,70335,genre fiction
804,2011,The Tiger's Wife,TÃ©a Obreht,eng,Novice,3.37,66104,genre fiction
805,2005,Poison Study,Maria V. Snyder,eng,Excellent,4.16,96417,genre fiction
806,2007,Lover Unbound,J.R. Ward,eng,Excellent,4.33,97514,fiction
807,2004,Going Postal,Terry Pratchett,eng,Excellent,4.36,75186,fiction
808,1830,The Book of Mormon,"Anonymous, Joseph Smith Jr.",eng,Excellent,4.37,63530,genre fiction
809,1980,The Mist,Stephen King,en-US,Intermediate,3.92,82062,nonfiction
810,2005,Dead Beat,Jim Butcher,eng,Famous,4.43,78123,genre fiction
811,2015,Golden Son,Pierce Brown,eng,Famous,4.46,57614,genre fiction
812,2002,Night Watch,Terry Pratchett,eng,Famous,4.47,71271,nonfiction
813,1986,The Light Fantastic,Terry Pratchett,en-US,Intermediate,3.94,75196,nonfiction
814,2009,What the Dog Saw and Other Adventures,Malcolm Gladwell,eng,Intermediate,3.82,65277,genre fiction
815,2015,Pretty Girls,Karin Slaughter,eng,Intermediate,3.95,60737,genre fiction
816,2008,Last Argument of Kings,Joe Abercrombie,eng,Excellent,4.26,65068,genre fiction
817,2014,Revival,Stephen King,en-US,Intermediate,3.75,53662,genre fiction
818,1954,Horton Hears a Who!,Dr. Seuss,eng,Excellent,4.16,80883,genre fiction
819,2006,The Blind Side: Evolution of a Game,Michael   Lewis,eng,Excellent,4.16,37792,children
820,2001,Lirael,Garth Nix,en-US,Excellent,4.29,78903,genre fiction
